iter	RMSE
0	0.080289751
1	0.0769005937
2	0.07353621815
3	0.07036811788
4	0.06743993291
5	0.06463744684
6	0.06182502639
7	0.0593018112
8	0.05675943429
9	0.05433156351
10	0.05205006725
11	0.04991415844
12	0.04777004812
13	0.04584347764
14	0.0439603703
15	0.04212276463
16	0.04036076354
17	0.0387186933
18	0.03707638127
19	0.03564865015
20	0.03420101526
21	0.03279625629
22	0.03144244599
23	0.03023749608
24	0.02908819416
25	0.02801013146
26	0.02691177996
27	0.02584152058
28	0.02482800681
29	0.02379941425
30	0.02289037748
31	0.02199244267
32	0.02112111904
33	0.0203074683
34	0.01951488263
35	0.01881553288
36	0.01811942763
37	0.01741117257
38	0.01679092862
39	0.01613604538
40	0.01550228901
41	0.01496655912
42	0.01443431719
43	0.01389961056
44	0.0133733753
45	0.0128762046
46	0.01240649265
47	0.0119700583
48	0.0115382742
49	0.01114580591
50	0.01077244556
51	0.01039611047
52	0.01003112369
53	0.009704778076
54	0.009393007916
55	0.009072080985
56	0.008766441341
57	0.008609943463
58	0.008351815269
59	0.008088779184
60	0.007833050622
61	0.007580330017
62	0.00735455809
63	0.007145939374
64	0.006946243741
65	0.006732708391
66	0.006542096477
67	0.006368907773
68	0.006194213213
69	0.006025256531
70	0.005861275466
71	0.005719401225
72	0.005574536175
73	0.005425444373
74	0.00528679545
75	0.005154166719
76	0.005025662858
77	0.004910580131
78	0.004801633691
79	0.004709226429
80	0.004615825902
81	0.004516163932
82	0.004428250407
83	0.004344760822
84	0.004270268991
85	0.004189471471
86	0.004110727715
87	0.004038395226
88	0.00396388958
89	0.003902543728
90	0.003830526139
91	0.003767688303
92	0.003706018867
93	0.003648868266
94	0.003600788438
95	0.003546313026
96	0.003491389365
97	0.003445368016
98	0.003397903472
99	0.003351441087
100	0.003311326694
101	0.00327383109
102	0.003235746196
103	0.003195811255
104	0.003160134773
105	0.00312852546
106	0.003101012409
107	0.003057239931
108	0.003028866707
109	0.002999986009
110	0.002976396345
111	0.002950877336
112	0.002920432032
113	0.002898041512
114	0.002877900371
115	0.002856398964
116	0.002835073607
117	0.002813556571
118	0.002788372643
119	0.00276903853
120	0.002738405508
121	0.002718456252
122	0.002701674172
123	0.002684086575
124	0.002661179715
125	0.002644170953
126	0.002631217351
127	0.002616152635
128	0.002604706032
129	0.002595469464
130	0.002579997317
131	0.00256771222
132	0.002557441645
133	0.002545468009
134	0.002534727563
135	0.002514827504
136	0.002502257748
137	0.002493768506
138	0.00247830521
139	0.002469380965
140	0.002450512903
141	0.002435864667
142	0.002423950477
143	0.002415827644
144	0.002406087036
145	0.002399751584
146	0.002391852701
147	0.002377381661
148	0.002362538252
149	0.002351659613
150	0.002347465834
151	0.002339298396
152	0.002332728095
153	0.002328312287
154	0.002318576144
155	0.002306220793
156	0.002301014926
157	0.002293338134
158	0.002286701934
159	0.002277755878
160	0.002266816802
161	0.002255309612
162	0.002246070043
163	0.00223739405
164	0.002224328923
165	0.002214157222
166	0.002206557737
167	0.002203447559
168	0.002198154412
169	0.002190431534
170	0.002180482884
171	0.002176849565
172	0.002166401673
173	0.002154248664
174	0.002145408583
175	0.002143468298
176	0.002128573119
177	0.002124913064
178	0.00212316064
179	0.00211628236
180	0.002111051805
181	0.002105130301
182	0.002101373787
183	0.002087389036
184	0.002082849427
185	0.002074881472
186	0.002060789074
187	0.00205584899
188	0.002047860855
189	0.002041891206
190	0.002028896772
191	0.00202780197
192	0.002026715344
193	0.00202086323
194	0.002011622583
195	0.002009312636
196	0.002006358915
197	0.002005177599
198	0.002002369615
199	0.001994429636
200	0.00199048483
201	0.001988213179
202	0.001987156776
203	0.001981566438
204	0.001973815367
205	0.001972358838
206	0.001969037159
207	0.00196571085
208	0.001963912453
209	0.001960749148
210	0.001959993937
211	0.001948044809
212	0.001943898014
213	0.001942674639
214	0.001942011404
215	0.001936084218
216	0.001929177716
217	0.00191795722
218	0.0019174719
219	0.001913989424
220	0.001907561972
221	0.001903059307
222	0.001897087664
223	0.001893296942
224	0.001888200063
225	0.001877270548
226	0.001871574936
227	0.001868130652
228	0.001860154404
229	0.001859391592
230	0.001849769129
231	0.001846728776
232	0.001839307002
233	0.001833725281
234	0.001832186822
235	0.00182522238
236	0.001820973322
237	0.001820268118
238	0.001812289347
239	0.001802682876
240	0.001796231075
241	0.001789031746
242	0.001785619629
243	0.001776608854
244	0.001774565506
245	0.001769701134
246	0.001763022485
247	0.001757289675
248	0.001752945978
249	0.001747681409
250	0.001742557698
251	0.001737629844
252	0.001732180876
253	0.001727436816
254	0.001720651527
255	0.001713380475
256	0.001705537501
257	0.001699750809
258	0.00169471171
259	0.00168678884
260	0.001680915386
261	0.001677377624
262	0.001673444832
263	0.001668508164
264	0.001663676481
265	0.001659474356
266	0.001656310008
267	0.00165266739
268	0.001647484337
269	0.001643287114
270	0.001637346973
271	0.001632230899
272	0.001628740232
273	0.001624434927
274	0.00161956592
275	0.001614949294
276	0.001611846455
277	0.00160766624
278	0.001602848696
279	0.001599448165
280	0.001596592458
281	0.001593613374
282	0.001590236603
283	0.001584681927
284	0.001582091042
285	0.001578067331
286	0.001573481041
287	0.001569963281
288	0.001566826481
289	0.00156069909
290	0.001556470705
291	0.001555961927
292	0.001552272832
293	0.001548384831
294	0.001545683614
295	0.001542264837
296	0.001541705285
297	0.001537791575
298	0.001535457869
299	0.001531395686
300	0.001527359529
301	0.001522278452
302	0.001521698488
303	0.001518378246
304	0.001513293127
305	0.00151037312
306	0.00150689153
307	0.001501984388
308	0.001499885314
309	0.00149870105
310	0.001496626802
311	0.001493956468
312	0.001492037113
313	0.001490341402
314	0.001486047732
315	0.001482315123
316	0.001479161198
317	0.001478626113
318	0.001474634304
319	0.00147410315
320	0.00146950289
321	0.001468800332
322	0.001465676938
323	0.001460884375
324	0.001457799957
325	0.001454788223
326	0.001453380386
327	0.001450965385
328	0.001446940328
329	0.001443873064
330	0.001441241005
331	0.001437920601
332	0.001435547369
333	0.001435249749
334	0.001430971194
335	0.001428060065
336	0.00142497481
337	0.001424599407
338	0.001421899829
339	0.001417982462
340	0.001417697482
341	0.001417345529
342	0.00141440693
343	0.001411407321
344	0.001408135346
345	0.001405367701
346	0.00140410252
347	0.001400439081
348	0.001396079971
349	0.001393877692
350	0.001391556529
351	0.001388279547
352	0.001384973394
353	0.001382703703
354	0.001380699683
355	0.001378815918
356	0.001375519693
357	0.001373705969
358	0.001371370417
359	0.001367892681
360	0.001367178347
361	0.001363237156
362	0.001361550222
363	0.001358865311
364	0.001355606246
365	0.001352350106
366	0.001350768821
367	0.001349250077
368	0.001346365517
369	0.001344536918
370	0.001341419862
371	0.00133885523
372	0.001336753819
373	0.001333442146
374	0.001332922747
375	0.001330019347
376	0.001327754496
377	0.001326342387
378	0.001322846635
379	0.001320258284
380	0.001317874075
381	0.001315117703
382	0.001313101303
383	0.001309859911
384	0.001309406741
385	0.001307227509
386	0.001305183652
387	0.001302368249
388	0.001299133106
389	0.001296700227
390	0.001294603139
391	0.001291922061
392	0.001291459578
393	0.001289543529
394	0.001287352383
395	0.001286883823
396	0.001284503774
397	0.001284270787
398	0.001282268311
399	0.001279096716
400	0.00127708983
401	0.001275664418
402	0.001272904523
403	0.00126985851
404	0.001268564676
405	0.00126739423
406	0.001267005492
407	0.00126397036
408	0.001261713334
409	0.001261223523
410	0.001259522491
411	0.001258359405
412	0.001255404137
413	0.001253936562
414	0.001251196471
415	0.00125090526
416	0.001248360058
417	0.001246077259
418	0.001243489254
419	0.001241745749
420	0.001239255032
421	0.001236925237
422	0.001235109619
423	0.001232505298
424	0.001232088375
425	0.001229408505
426	0.001228081698
427	0.001225478223
428	0.0012229451
429	0.001221641013
430	0.001219668025
431	0.001217435212
432	0.001216090396
